caption,emotion,confidence
It's the height that beats Courtois. It's never in his highlight. It's always above him. He's reaching. He could never get there. Liverpool bench. Estatic Theatric. Cahill,excitement,0.0805
Ronaldo defending Bacca there. Oh and it's been scuffed and that could have been costly. No effort on goal in the end though. Sevilla have possession.,excitement,0.0737
Blind. Nice stop from Mane Headed up by Smalling.,confusion,0.0773
"From the City's point of view, real opportunity you feel here for Manchester United. City's throw now.",realization,0.1095
"I am not sure what he's doing, Ivanovich. Maybe that's really iffy moments from that experience defender. Lacking composure. for such an experienced player.",confusion,0.1803
I thought [inaudible] view looks a little bit more relaxed than Arsene Wenger's talking about the three centre backs missing.,relief,0.1732
"Yeah, the big fixtures, but they're in decent form at the moment and got a lot of their players back fit. Their important players back fit. So you know they're ever going to string a good run together. You'd think it's now.",caring,0.0955
"Fly has probably made his name in the attacking midfield player, but often gets pushed right up front. Superb in the air. Here's Tiago. Juanfran. Gabi did well.",caring,0.0955
"And the pull needs.Oh dear. Looking at it again I'm gonna turn away, I think.",sadness,0.1447
"In the second half, they just haven't had enough to cope when Liverpool started playing properly.",disappointment,0.0925
Getting two minds with it. I think he just ran out of pace. Suarez just couldn't quite get back down the outside cut back. Bad mistake Rakitic. It's really tight.,confusion,0.0979
It's the curse of the commentator moment that benefits Chelsea I suppose. Here's Alonso.,annoyance,0.0989
"As that happens, the chance to remind you can see highlights of all tonight's Champions League action 10:00 o'clock on BT Sport tonight. Yeah, he looked as if he's struggling.",caring,0.1013
"United have done the Premier League double over Liverpool in the two previous seasons, but don't forget Liverpool knocked them out of the Europa League. In the early spring. Moved on to the final, of course, in that competition. Mane Firmino again. It's not ",confusion,0.0715
"Arsenal guilty of sloppy passing in midfield, giving the ball away early on here. Well, there has been space to contact for both teams haven't really capitalized on the opportunities. Lahm. Muller.",disappointment,0.211
Hasn't come off in the 1st place. Atletico can push out. And they can't really get out at the moment.,disappointment,0.1398
"As a narrow 3, particularly, Mane really a right winger and not really a centre forward who's got that sort of going pace in between those two positions. You see Daley Blind there picking up Mane, picking up Sturridge manage just before that.",curiosity,0.0727
"Douglas Costa was going to play on the left hand side, but it looks like he's just gonna play him behind levandoski.",confusion,0.127
"It's brave play from Liverpool, Nice and confident out from the keeper. Played their way out. Tottenham couldn't get a press. Ends up with a good shot.",approval,0.0835
Kroos. Varane's Ball stayed in the air a while and. There was a. Pressure on his go. Never talk about.,nervousness,0.0852
Miranda work to make that header. And Saaul . Pepe. Juanfran to go for.,desire,0.1221
"Pretty thoroughly, according to our touchline reporter, Ray Stums. So I wonder if we might see him to get his energy to the midfield.",curiosity,0.3363
"Matip., that's the key every second ball.",caring,0.0962
Coentrao. Certainly in the first leg Real Madrid started better.,realization,0.0917
Very few drawn Premier League games between them. Five years since the last one.,realization,0.0796
"Tottenham absolutely sensational last weekend against West Ham United, Chelsea on a bit of a revival. Set up nicely and it was what was it? 5,-3 that one last year. Great game.",excitement,0.2481
Played against Daley Blind by Jesus Navas. Shouts for handball.,excitement,0.2128
Failed to try and combine. There is a attempt to thread it through for Mane.,disappointment,0.1561
[commentor]Arsenal needed was to stick the foot and kick it out for a corner. They took a risk sometimes in those positions.,caring,0.0983
Little bit way but they are missing Sami Khedira in that midfield who would make a difference of course. Here's foul on Marchisio from Fernandinho who goes in the book.,curiosity,0.0974
"The referee have been baffling. That was an odd one, wasn't it? Answers on a postcard I think.",confusion,0.2851
Leave Laurenr Blanc with the problem to confront of just how much he can get out of David Luiz.,confusion,0.0799
"[inaudible] On the scoreboard. Ibrahimović after 15 minutes, Messi equalizing then 4 minutes later. That's not offside.",caring,0.0776
"Big stadium like this, you get a few wrong for one team. We're going to get the stick and.",excitement,0.0903
Adam Lallana at the centre of a little bit of a flare up.,excitement,0.2189
"United have been backing up play really well, Herrera and Fellaini.",approval,0.1649
[commentor] That's absolutely brilliant goal for those Liverpool fans have just seen. The team score and for the first time I can remember to get the ball.,excitement,0.1617
Luiz breeds a huge sigh of relief. That's David Luiz. All all in one. Don't take Luis Suarez on.,relief,0.5484
" As you can see From this high camera angle, [commentor]Jerry[commentor] is very much a 4-4-2 formation from Laurent Blanc. Yeah. He would have been had an idea as to how Barcelona were going to line up, but until they kicked off, couldn't be certain.",confusion,0.1832
Marata. Pogba.,curiosity,0.063
"Just force the issue. Really cut the pass, Rodriguez.",annoyance,0.107
"With the amount of players Bayern Munich had in the box as well, he looks concerned Arsene Wenger and he should be as well.",nervousness,0.1824
"He doesn't seem too happy, missed Ozil. Great way to pass.",disappointment,0.1119
City continue with ten men.,approval,0.0887
It's one that Ibrahimovic was looking to lay faith and Emry Can was aware of that and covered a lot of ground actually to make the header. Manchester United have a corner.,caring,0.1057
You can see just how competitive the battle for top four place may ultimately turn out to be.,realization,0.486
"Andre Ayew crossing early towards Gignac, but it's David Luiz with the header.",curiosity,0.0848
"Flanagan gives it away. Fernando forward to Sterling, but Flanagan alive to his own mistake to win it back.",desire,0.1105
"Shame that was given offside. There was a nice little battle there, Origi, Big strong lad and Kompany. Kompany's an aggressive defender. He likes to step in and nick it in front of you. That would have been a nice little battle to watch. Aguero's offside. Just went a little bit early.",disappointment,0.1659
PSG fans and players.,caring,0.0962
Lucas has been taking the eye so far from Paris Saint German. Rolls into [inaudible].,confusion,0.1361
"If you could only see the replay, Dybala is a very talented young player, but you you really could do without the theatrics, couldn't you? Yeah. See, that's OK.",curiosity,0.1066
"Mustafi, able to slide in and he's got a bit of help as well from Cazorla.",relief,0.1416
He's made his third error on clearing. The ball control. A moment ago. A howler.,excitement,0.1451
Foul by Klavan who has come all the way out with Aaron Ramsey.,annoyance,0.1282
Giving away by Jordi Alba. Fernandino.,gratitude,0.0684
